,SUBURB,Mean House Price,Median House Price,Variance House Price,Standard Deviation House Price,SEM House Price,Mean BATHROOMS,Mean BEDROOMS,Mean GARAGE,Mean LAND_AREA,Mean BUILD_YEAR,Mean CBD_DIST,Mean STATION DISTANCE,Mean SELL DATE,Lat_precise,Long_precise,state,postcode
352,WANGARA,1375000,1375000,,,,1,2,2,1320,2014,17600,5600,2015,-31.7915003,115.8281157,WA,6065
353,WANNEROO,525354.5612,450000,67947484656,260667.3832,22109.51887,1.870503597,3.841726619,2.215827338,1343.345324,1993,21997.1223,3367.625899,2018,-31.7572961,115.8064758,WA,6065
354,WANNEROO,525354.5612,450000,67947484656,260667.3832,22109.51887,1.870503597,3.841726619,2.215827338,1343.345324,1993,21997.1223,3367.625899,2018,-31.7572961,115.8064758,WA,6946
355,WARNBRO,381915.5779,325000,33809551022,183873.7366,14816.96795,1.785714286,3.714285714,1.967532468,817.0584416,1990,44010.38961,1814.922078,2018,-32.3367629,115.7594984,WA,6169
356,WARWICK,579425.7769,580000,12614081995,112312.4303,9850.451764,1.661538462,3.646153846,1.815384615,762.2923077,1980,13587.69231,1059.984615,2016,-31.8421345,115.8128004,WA,6024
357,WATERFORD,1042488.297,1045000,90919823626,301529.1422,27758.00749,2.330508475,4.296610169,1.898305085,696.5762712,1997,7535.59322,3087.288136,2014,-32.0144555,115.8896583,WA,6152
358,WATERMANS BAY,1170766.667,1125000,2.0892E+11,457077.4704,42256.82709,1.871794872,3.427350427,1.837606838,796.7179487,1989,15039.31624,3920.512821,2014,-31.8496,115.755,WA,6020
359,WATTLE GROVE,544569.3511,530000,19409112464,139316.5908,10160.70666,2.005319149,3.893617021,2.132978723,758.4255319,2005,13364.3617,5215.957447,2017,-32.008154,115.9970025,WA,6107
360,WATTLEUP,709246,690000,1.45328E+11,381219.6189,83188.94095,1.666666667,3.619047619,1.666666667,13208.95238,1981,24580.95238,6576.190476,2009,-32.1771063,115.8031196,WA,6166
361,WELLARD,454203,405000,29712165997,172372.1729,18069.51351,2.010989011,3.78021978,2.692307692,3751.835165,2005,34848.35165,2018.56044,2018,-32.2632658,115.8629069,WA,6170
362,WELSHPOOL,465000,465000,,,,2,4,0,655,1970,7300,467,2012,-31.991505,115.9497562,WA,6106
363,WEMBLEY,1093500,1080000,98427730769,313731.9409,38617.73238,1.772727273,3.333333333,1.787878788,621.4848485,1970,4666.666667,1624.272727,2019,-31.9343,115.82,WA,6014
364,WEMBLEY,1093500,1080000,98427730769,313731.9409,38617.73238,1.772727273,3.333333333,1.787878788,621.4848485,1970,4666.666667,1624.272727,2019,-31.9343,115.82,WA,6913
365,WEMBLEY DOWNS,1083927.573,1105000,94032959645,306647.9409,28349.61216,2.102564103,3.726495726,2.008547009,658.9230769,1988,9029.91453,4300.854701,2017,-31.9133658,115.7727457,WA,6019
366,WEST LEEDERVILLE,1273288.462,1227500,1.64373E+11,405429.9827,45905.90584,1.846153846,3.307692308,1.833333333,416.9615385,1965,2894.871795,504.3205128,2017,-31.9406909,115.8316845,WA,6007
367,WEST LEEDERVILLE,1273288.462,1227500,1.64373E+11,405429.9827,45905.90584,1.846153846,3.307692308,1.833333333,416.9615385,1965,2894.871795,504.3205128,2017,-31.9406909,115.8316845,WA,6901
368,WEST PERTH,681065.2174,608000,1.7094E+11,413448.5321,86209.97842,1.47826087,2.391304348,1.173913043,850.2608696,1982,1613.043478,732.1304348,2018,-31.9453285,115.8474335,WA,6005
369,WEST PERTH,681065.2174,608000,1.7094E+11,413448.5321,86209.97842,1.47826087,2.391304348,1.173913043,850.2608696,1982,1613.043478,732.1304348,2018,-31.9453285,115.8474335,WA,6872
370,WEST SWAN,773535.7143,728000,1.848E+11,429883.9803,66332.53825,1.880952381,4.047619048,2.666666667,14329.30952,1983,16795.2381,4742.857143,2008,-31.8460686,115.9889019,WA,6055
371,WESTMINSTER,367070,362500,9855234796,99273.53522,14039.39799,1.56,3.12,1.94,659.86,1992,9632,4396,2018,-31.8664257,115.8407834,WA,6061
372,WHITBY,437500,435000,91666666.67,9574.271078,4787.135539,2,3.75,2,483,1966,38925,14300,2017,-32.2826704,115.9964649,WA,6123
373,WHITE GUM VALLEY,754035.3434,750000,28431731983,168617.1165,16946.65784,1.676767677,3.414141414,2.212121212,611.4646465,1978,14716.16162,2536.363636,2016,-32.0613542,115.7682039,WA,6162
374,WILLAGEE,578239.4737,560000,14037825686,118481.3305,12155.92803,1.642105263,3.294736842,1.873684211,598.5578947,1985,12249.47368,4570.526316,2018,-32.0524713,115.8022559,WA,6156
375,WILLETTON,708481.7705,680000,20116741005,141833.4975,18159.91849,1.704918033,3.672131148,1.68852459,736.7868852,1983,11788.52459,3429.508197,2019,-32.0487802,115.8921493,WA,6155
376,WILLETTON,708481.7705,680000,20116741005,141833.4975,18159.91849,1.704918033,3.672131148,1.68852459,736.7868852,1983,11788.52459,3429.508197,2019,-32.0488,115.892,WA,6955
377,WILSON,576334,565000,19588421390,139958.6417,15949.76749,1.714285714,3.415584416,1.61038961,686.8701299,1988,9050.649351,2958.441558,2017,-32.0196984,115.9116119,WA,6107
378,WINTHROP,921266.7229,855000,66690115346,258244.2939,28345.99382,2.192771084,4.265060241,2.072289157,746.6385542,1989,11554.21687,2654.216867,2016,-32.0517894,115.8297179,WA,6150
379,WOODBRIDGE,600547.6134,583000,44791552710,211640.1491,19401.02066,1.655462185,3.25210084,1.907563025,712.0252101,1976,14546.21849,349.1344538,2012,-31.891243,115.9928975,WA,6056
380,WOODLANDS,1094152.505,1140000,1.15655E+11,340080.3689,34891.50965,1.978947368,3.673684211,2.221052632,672.7789474,1986,8103.157895,2085.263158,2016,-31.9089392,115.7925911,WA,6018
381,WOODVALE,645354.9293,640000,11456330383,107034.2486,10757.34674,1.96969697,3.909090909,1.878787879,676.0707071,1992,19164.64646,1395.080808,2018,-31.7945139,115.796097,WA,6026
382,WOOROLOO,435352.9412,385500,44602272941,211192.5021,29572.86546,1.62745098,3.843137255,2.137254902,25639.33333,1979,45864.70588,30943.13725,2011,-31.8029829,116.3131356,WA,6558
383,WUNGONG,664118.5,672685,44685544003,211389.5551,47268.14149,2,4.55,2.3,13453,1980,29425,3140,2010,-32.1819203,116.0039586,WA,6112
384,YANCHEP,398192.3729,377500,14178960882,119075.442,10961.78295,1.915254237,3.703389831,1.898305085,583.1186441,2005,49919.49153,11678.81356,2019,-31.536528,115.7338502,WA,6035
385,YANGEBUP,473640.1515,447500,13845386696,117666.4213,10241.5474,1.628787879,3.643939394,1.742424242,662.7954545,1993,19523.48485,4505.30303,2018,-32.1218097,115.8082495,WA,6164
386,YOKINE,625320.463,579000,54221102546,232854.2517,31687.45006,1.611111111,3.240740741,1.777777778,546.7037037,1993,6005.555556,3353.703704,2019,-31.9014963,115.8494185,WA,6060
