,SUBURB,Mean BATHROOMS,Mean BEDROOMS,Mean GARAGE,Mean LAND_AREA,Mean BUILD_YEAR,Mean CBD_DIST,Mean STATION DISTANCE,Mean SELL DATE,Lat_precise,Long_precise,state,postcode
416,SORRENTO,2.0288461538461537,3.855769230769231,2.048076923076923,1332.4615384615386,1987.2403846153843,17011.53846153846,2969.230769230769,2018,-31.8254068,115.7527574,WA,6020
417,SOUTH FREMANTLE,1.7777777777777777,3.242424242424242,1.9191919191919191,593.7676767676768,1966.858585858586,16312.121212121212,2110.10101010101,2016,-32.0677891,115.7525478,WA,6162
418,SOUTH GUILDFORD,1.862637362637363,3.675824175824176,2.4285714285714284,663.2582417582418,1996.6483516483515,12626.252747252747,1563.6923076923076,2016,-31.9101748,115.9668664,WA,6055
419,SOUTH LAKE,1.6513157894736843,3.664473684210526,1.5657894736842106,681.3552631578947,1991.125,17367.105263157893,2672.368421052632,2016,-32.1041036,115.8402587,WA,6164
420,SOUTH PERTH,1.7291666666666667,3.208333333333333,1.75,1201.5833333333333,1970.8125,3441.6666666666665,3208.333333333333,2019,-31.9809515,115.8639168,WA,6151
421,SOUTH PERTH,1.7291666666666667,3.208333333333333,1.75,1201.5833333333333,1970.8125,3441.6666666666665,3208.333333333333,2019,-31.9809515,115.8639168,WA,6951
422,SOUTHERN RIVER,2.045112781954887,4.037593984962406,2.3909774436090228,609.4962406015038,2006.827067669173,18440.6015037594,5739.097744360903,2018,-32.1047229,115.9594374,WA,6110
423,SPEARWOOD,1.7532467532467533,3.5064935064935066,1.948051948051948,731.7272727272727,1988.974025974026,18710.38961038961,6900.0,2018,-32.1025261,115.7826359,WA,6163
425,ST JAMES,1.5057471264367817,3.2758620689655173,2.103448275862069,712.2413793103449,1979.367816091954,7162.068965517241,1417.551724137931,2017,-31.9961703,115.9143617,WA,6102
429,STIRLING,2.013793103448276,3.8482758620689657,2.2275862068965515,584.2413793103449,1998.7724137931036,8511.034482758621,1646.248275862069,2018,-31.886448,115.8098708,WA,6021
430,STONEVILLE,1.7553956834532374,3.7985611510791366,2.287769784172662,9780.273381294965,1988.1294964028775,30909.35251798561,16274.10071942446,2015,-31.8771055,116.1705079,WA,6081
431,STRATTON,1.5480225988700564,3.5706214689265536,1.7005649717514124,516.8926553672317,1991.830508474576,19690.39548022599,4731.073446327684,2015,-31.8700818,116.0339382,WA,6056
432,SUBIACO,1.8,3.1538461538461537,1.6,543.8153846153846,1962.446153846154,3492.3076923076924,582.0153846153846,2018,-31.9469931,115.8285548,WA,6008
433,SUBIACO,1.8,3.1538461538461537,1.6,543.8153846153846,1962.446153846154,3492.3076923076924,582.0153846153846,2018,-31.9469931,115.8285548,WA,6904
434,SUCCESS,2.017543859649123,3.929824561403509,2.017543859649123,582.4649122807018,2001.868421052632,21412.280701754386,2382.938596491228,2018,-32.1536587,115.8463549,WA,6164
435,SUCCESS,2.017543859649123,3.929824561403509,2.017543859649123,582.4649122807018,2001.868421052632,21412.280701754386,2382.938596491228,2018,-32.1536587,115.8463549,WA,6964
436,SWAN VIEW,1.618556701030928,3.525773195876289,1.855670103092784,989.8453608247422,1984.8556701030927,19524.74226804124,4692.783505154639,2017,-31.8858539,116.0522873,WA,6056
437,SWANBOURNE,2.12,3.752,2.0,551.04,1984.592,8963.2,745.376,2016,-31.97106,115.7668042,WA,6010
438,TAPPING,2.0202020202020203,3.9292929292929295,2.055555555555556,587.7676767676768,2003.5353535353536,26568.68686868687,4346.969696969697,2018,-31.7172114,115.7952533,WA,6065
439,THE VINES,2.1375,4.00625,2.54375,1755.375,2001.24375,25579.5125,14889.43125,2018,-31.7582783,116.0024569,WA,6069
440,THORNLIE,1.693069306930693,3.613861386138614,1.9207920792079207,695.059405940594,1987.7920792079208,15350.49504950495,2161.762376237624,2018,-32.0570426,115.9527126,WA,6108
441,THORNLIE,1.693069306930693,3.613861386138614,1.9207920792079207,695.059405940594,1987.7920792079208,15350.49504950495,2161.762376237624,2018,-32.057869,115.9633053,WA,6988
442,TREEBY,2.0,4.0,2.0,400.5,2006.0,19550.0,1600.0,2019,-32.1218,115.895,WA,6164
443,TRIGG,1.911764705882353,3.610294117647059,2.044117647058824,744.6985294117648,1980.7573529411768,12944.85294117647,4644.85294117647,2016,-31.8736239,115.7604781,WA,6029
444,TUART HILL,1.511111111111111,3.066666666666667,1.7777777777777777,673.6666666666666,1988.9777777777776,6275.555555555556,2140.0,2018,-31.8965657,115.8355162,WA,6060
445,TUART HILL,1.511111111111111,3.066666666666667,1.7777777777777777,673.6666666666666,1988.9777777777776,6275.555555555556,2140.0,2018,-31.8965657,115.8355162,WA,6937
446,TUART HILL,1.511111111111111,3.066666666666667,1.7777777777777777,673.6666666666666,1988.9777777777776,6275.555555555556,2140.0,2018,-31.8965657,115.8355162,WA,6938
447,TUART HILL,1.511111111111111,3.066666666666667,1.7777777777777777,673.6666666666666,1988.9777777777776,6275.555555555556,2140.0,2018,-31.8965657,115.8355162,WA,6939
448,TUART HILL,1.511111111111111,3.066666666666667,1.7777777777777777,673.6666666666666,1988.9777777777776,6275.555555555556,2140.0,2018,-31.8965657,115.8355162,WA,6940
449,TWO ROCKS,1.7529411764705882,3.764705882352941,2.176470588235294,3118.8,1994.3294117647056,56401.17647058824,18248.235294117647,2017,-31.4847915,115.6273131,WA,6037
450,UPPER SWAN,1.868421052631579,3.973684210526316,2.1578947368421053,23501.947368421053,1980.842105263158,25897.36842105263,13810.526315789471,2009,-31.7731085,116.0277687,WA,6069
451,VICTORIA PARK,1.6363636363636365,3.1818181818181817,2.036363636363636,438.1454545454545,1973.4545454545453,4476.363636363636,1035.3454545454545,2018,-31.9750418,115.8977211,WA,6100
452,VICTORIA PARK,1.6363636363636365,3.1818181818181817,2.036363636363636,438.1454545454545,1973.4545454545453,4476.363636363636,1035.3454545454545,2018,-31.9750418,115.8977211,WA,6979
453,VIVEASH,1.648936170212766,3.478723404255319,1.7765957446808511,1889.7978723404256,1989.8191489361704,15601.063829787234,1466.372340425532,2012,-31.8759979,115.9988236,WA,6056
454,WAIKIKI,1.7536231884057971,3.659420289855072,1.8768115942028984,640.9130434782609,1996.0072463768115,41640.57971014493,1765.7898550724638,2019,-32.3154566,115.7530195,WA,6169
455,WALLISTON,1.5972222222222223,3.555555555555556,1.7083333333333333,2533.930555555556,1977.055555555556,20552.777777777777,10123.611111111111,2009,-31.9996083,116.0722425,WA,6076
456,WANDI,1.9690721649484535,3.690721649484536,2.237113402061856,3752.608247422681,2005.7525773195875,26706.18556701031,5351.546391752578,2016,-32.1928515,115.8807112,WA,6167
457,WANGARA,1.0,2.0,2.0,1320.0,2014.0,17600.0,5600.0,2015,-31.7915003,115.8281157,WA,6065
458,WANNEROO,1.870503597122302,3.841726618705036,2.2158273381294964,1343.3453237410072,1992.5107913669065,21997.122302158277,3367.625899280576,2018,-31.7572961,115.8064758,WA,6065
459,WANNEROO,1.870503597122302,3.841726618705036,2.2158273381294964,1343.3453237410072,1992.5107913669065,21997.122302158277,3367.625899280576,2018,-31.7572961,115.8064758,WA,6946
460,WARNBRO,1.7857142857142858,3.7142857142857135,1.9675324675324677,817.0584415584416,1989.9935064935064,44010.38961038961,1814.922077922078,2018,-32.3367629,115.7594984,WA,6169
462,WARWICK,1.6615384615384616,3.646153846153846,1.8153846153846156,762.2923076923076,1979.6307692307687,13587.692307692309,1059.9846153846154,2016,-31.8421345,115.8128004,WA,6024
465,WATERFORD,2.330508474576271,4.296610169491525,1.8983050847457628,696.5762711864406,1997.21186440678,7535.593220338983,3087.2881355932204,2014,-32.0144555,115.8896583,WA,6152
466,WATERMANS BAY,1.871794871794872,3.427350427350427,1.8376068376068373,796.7179487179487,1988.555555555556,15039.31623931624,3920.51282051282,2014,-31.8496,115.755,WA,6020
469,WATTLE GROVE,2.00531914893617,3.893617021276596,2.132978723404255,758.4255319148937,2004.835106382979,13364.36170212766,5215.95744680851,2017,-32.008154,115.9970025,WA,6107
471,WATTLEUP,1.6666666666666667,3.619047619047619,1.6666666666666667,13208.952380952382,1980.952380952381,24580.95238095238,6576.190476190476,2009,-32.1771063,115.8031196,WA,6166
472,WELLARD,2.010989010989011,3.78021978021978,2.6923076923076925,3751.835164835165,2004.571428571429,34848.35164835165,2018.56043956044,2018,-32.2632658,115.8629069,WA,6170
474,WELSHPOOL,2.0,4.0,0.0,655.0,1970.0,7300.0,467.0,2012,-31.991505,115.9497562,WA,6106
475,WEMBLEY,1.7727272727272727,3.333333333333333,1.7878787878787878,621.4848484848485,1969.6818181818185,4666.666666666667,1624.2727272727273,2019,-31.9343,115.82,WA,6014
476,WEMBLEY,1.7727272727272727,3.333333333333333,1.7878787878787878,621.4848484848485,1969.6818181818185,4666.666666666667,1624.2727272727273,2019,-31.9343,115.82,WA,6913
477,WEMBLEY DOWNS,2.102564102564102,3.726495726495727,2.0085470085470085,658.9230769230769,1987.692307692308,9029.91452991453,4300.854700854701,2017,-31.9133658,115.7727457,WA,6019
478,WEST LEEDERVILLE,1.8461538461538465,3.3076923076923075,1.8333333333333333,416.96153846153845,1965.0128205128208,2894.871794871795,504.3205128205128,2017,-31.9406909,115.8316845,WA,6007
479,WEST LEEDERVILLE,1.8461538461538465,3.3076923076923075,1.8333333333333333,416.96153846153845,1965.0128205128208,2894.871794871795,504.3205128205128,2017,-31.9406909,115.8316845,WA,6901
480,WEST PERTH,1.4782608695652173,2.391304347826087,1.173913043478261,850.2608695652174,1981.6521739130435,1613.0434782608695,732.1304347826087,2018,-31.9453285,115.8474335,WA,6005
481,WEST PERTH,1.4782608695652173,2.391304347826087,1.173913043478261,850.2608695652174,1981.6521739130435,1613.0434782608695,732.1304347826087,2018,-31.9453285,115.8474335,WA,6872
482,WEST SWAN,1.880952380952381,4.047619047619048,2.6666666666666665,14329.309523809525,1982.809523809524,16795.238095238095,4742.857142857143,2008,-31.8460686,115.9889019,WA,6055
483,WESTMINSTER,1.56,3.12,1.94,659.86,1991.68,9632.0,4396.0,2018,-31.8664257,115.8407834,WA,6061
484,WHITBY,2.0,3.75,2.0,483.0,1965.75,38925.0,14300.0,2017,-32.2826704,115.9964649,WA,6123
485,WHITE GUM VALLEY,1.676767676767677,3.414141414141414,2.212121212121212,611.4646464646464,1977.9292929292928,14716.161616161617,2536.3636363636365,2016,-32.0613542,115.7682039,WA,6162
486,WILLAGEE,1.6421052631578947,3.294736842105263,1.873684210526316,598.5578947368421,1985.042105263158,12249.473684210529,4570.526315789473,2018,-32.0524713,115.8022559,WA,6156
487,WILLETTON,1.7049180327868851,3.672131147540984,1.6885245901639343,736.7868852459017,1983.0983606557377,11788.524590163934,3429.5081967213114,2019,-32.0487802,115.8921493,WA,6155
488,WILLETTON,1.7049180327868851,3.672131147540984,1.6885245901639343,736.7868852459017,1983.0983606557377,11788.524590163934,3429.5081967213114,2019,-32.0488,115.892,WA,6955
489,WILSON,1.7142857142857142,3.415584415584416,1.6103896103896105,686.8701298701299,1987.9610389610389,9050.64935064935,2958.4415584415583,2017,-32.0196984,115.9116119,WA,6107
490,WINTHROP,2.1927710843373496,4.265060240963855,2.072289156626506,746.6385542168674,1988.7590361445784,11554.21686746988,2654.21686746988,2016,-32.0517894,115.8297179,WA,6150
491,WOODBRIDGE,1.6554621848739497,3.2521008403361344,1.907563025210084,712.0252100840336,1975.571428571429,14546.218487394955,349.1344537815126,2012,-31.891243,115.9928975,WA,6056
496,WOODLANDS,1.9789473684210528,3.673684210526316,2.221052631578947,672.7789473684211,1986.368421052632,8103.157894736842,2085.2631578947367,2016,-31.9089392,115.7925911,WA,6018
498,WOODVALE,1.9696969696969695,3.909090909090909,1.878787878787879,676.070707070707,1992.121212121212,19164.646464646463,1395.080808080808,2018,-31.7945139,115.796097,WA,6026
499,WOOROLOO,1.6274509803921569,3.843137254901961,2.1372549019607843,25639.33333333333,1979.4117647058824,45864.705882352944,30943.13725490196,2011,-31.8029829,116.3131356,WA,6558
500,WUNGONG,2.0,4.55,2.3,13453.0,1979.8,29425.0,3140.0,2010,-32.1819203,116.0039586,WA,6112
501,YANCHEP,1.915254237288136,3.7033898305084745,1.8983050847457628,583.1186440677966,2004.9322033898304,49919.49152542373,11678.813559322034,2019,-31.536528,115.7338502,WA,6035
502,YANGEBUP,1.628787878787879,3.643939393939394,1.7424242424242424,662.7954545454545,1992.5757575757573,19523.484848484848,4505.30303030303,2018,-32.1218097,115.8082495,WA,6164
503,YOKINE,1.6111111111111112,3.240740740740741,1.7777777777777777,546.7037037037037,1993.0925925925928,6005.555555555556,3353.703703703704,2019,-31.9014963,115.8494185,WA,6060
